0.00000,3,0,1,9,0.20000,-5.01748
0.00000,4,0,1,9,0.20000,-5.01748
0.00000,5,0,1,9,0.20000,-5.01748
0.00000,1,0,1,10,0.20000,-5.01748
0.00000,2,0,1,10,0.20000,-5.01748
0.00000,3,0,1,10,0.20000,-5.01748
0.00000,4,0,1,10,0.20000,-5.01748
0.00000,5,0,1,10,0.20000,-5.01748
0.00000,1,0,1,11,0.20000,-5.01748
0.00000,2,0,1,11,0.20000,-5.01748
0.00000,3,0,1,11,0.20000,-5.01748
0.00000,4,0,1,11,0.20000,-5.01748
0.00000,5,0,1,11,0.20000,-5.01748
0.00000,1,0,1,12,0.20000,-5.01748
0.00000,2,0,1,12,0.20000,-5.01748
0.00000,3,0,1,12,0.20000,-5.01748
0.00000,4,0,1,12,0.20000,-5.01748
0.00000,5,0,1,12,0.20000,-5.01748
0.00000,1,0,1,13,0.20000,-5.01748
0.00000,2,0,1,13,0.20000,-5.01748
0.00000,3,0,1,13,0.20000,-5.01748
0.00000,4,0,1,13,0.20000,-5.01748
0.00000,5,0,1,13,0.20000,-5.01748
0.00000,1,0,1,14,0.20000,-5.01748
0.00000,2,0,1,14,0.20000,-5.01748
0.00000,3,0,1,14,0.20000,-5.01748
0.00000,4,0,1,14,0.20000,-5.01748
0.00000,5,0,1,14,0.20000,-5.01748
0.00000,1,0,1,15,0.20000,-5.01748
0.00000,2,0,1,15,0.20000,-5.01748
0.00000,3,0,1,15,0.20000,-5.01748
0.00000,4,0,1,15,0.20000,-5.01748
0.00000,5,0,1,15,0.20000,-5.01748
0.00000,1,0,1,4,0.20000,-5.03236
0.00000,2,0,1,4,0.20000,-5.03236
0.00000,3,0,1,4,0.20000,-5.03236
0.00000,4,0,1,4,0.20000,-5.03236
0.00000,5,0,1,4,0.20000,-5.03236
0.00000,1,0,1,5,0.20000,-5.03236
0.00000,2,0,1,5,0.20000,-5.03236
0.00000,3,0,1,5,0.20000,-5.03236
0.00000,4,0,1,5,0.20000,-5.03236
0.00000,5,0,1,5,0.20000,-5.03236
